filename,G,H,I,JK,M1,S2,S3
IMG_9539_JPG.rf.c1a4a92a94c665a34a5204059ff1a001.jpg,0,0,0,0,0,0,1
20240418_132308_014_jpg.rf.7941d7be6ae93c666291eda9468f1dbc.jpg,0,0,1,0,0,0,0
20240418_135251_012_jpg.rf.4190186e4471764073fd2986090bc481.jpg,0,0,0,1,0,0,0
20240418_135251_019_jpg.rf.2a7a2685f6bc1c0bd47459b7e8befe08.jpg,0,0,0,1,0,0,0
IMG_9447_JPG.rf.6ebe5bd0abc4678eeb5b2ed95aacf3e9.jpg,0,0,0,0,0,0,1
20240418_132308_013_jpg.rf.294a1206f0dbfb3e35eed209fde04993.jpg,0,0,1,0,0,0,0
20240418_132308_002_jpg.rf.d029d7243602e9f1dcafc73f7a24b3d9.jpg,0,0,1,0,0,0,0
20240418_133139_017_jpg.rf.c1a6ac2aab2e10b0ddb7f55e4bfcea97.jpg,0,0,1,0,0,0,0
20240418_132258_017_jpg.rf.77fdb6bc44a60615c8a26eee9d38d7f3.jpg,0,0,1,0,0,0,0
DSC_0598_JPG.rf.d1fcd4d8862cd95b41b5cc2c16cbc332.jpg,0,0,0,0,0,1,0
IMG_9548_JPG.rf.49868b46a8c8d20d1ffb122f99f221e9.jpg,0,0,0,0,0,0,1
20240418_141527_019_jpg.rf.1f73facf686ceec190727657aa58ce29.jpg,0,1,0,0,0,0,0
IMG_9419_JPG.rf.3169ef527c5a510af45d27214720f91d.jpg,0,0,0,0,0,0,1
DSC_0604_JPG.rf.fae2a3d24b42486907aaa8cb75ea6ae1.jpg,0,0,0,0,0,1,0
20240418_141049_005_jpg.rf.2e8fd030ba71fe46e6704e7c81cec58b.jpg,0,0,0,1,0,0,0
20240418_135251_015_jpg.rf.a2106ef0ac18e2e94ca4217d71fe90e5.jpg,0,0,0,1,0,0,0
20240418_133130_006_jpg.rf.534bd37de18672c8004c694c651d1a25.jpg,0,0,1,0,0,0,0
20240418_133130_005_jpg.rf.cf7614e6ad9725b0099dd06fb0308dfc.jpg,0,0,1,0,0,0,0
20240418_141527_016_jpg.rf.93ce67842203c56a094671112d7eed7a.jpg,0,1,0,0,0,0,0
DSC_0694_JPG.rf.8718dc41d270a80dd9ca2d1646884199.jpg,0,0,0,0,0,1,0
20240418_141527_020_jpg.rf.02ad7dbcc7d6d70677a0ef4dacaab357.jpg,0,1,0,0,0,0,0
20240418_133139_014_jpg.rf.f5f4e0cf609a0d59c1580986b0f2a135.jpg,0,0,1,0,0,0,0
DSC_0599_JPG.rf.878bcd92991c015af5a7c3a9465c498e.jpg,0,0,0,0,0,1,0
IMG_9720_JPG.rf.b58a3766ff5e83b944af722acaaebdb4.jpg,0,0,0,0,1,0,0
20240418_135251_013_jpg.rf.02a648a7ab5215cae77fe3f3b3e648dc.jpg,0,0,0,1,0,0,0
20240418_140507_024_jpg.rf.f1a46af31cb3267e200ac30475987182.jpg,1,0,0,0,0,0,0
20240418_132308_012_jpg.rf.4522c5a0685910827fe7c2a5dfd3efc4.jpg,0,0,1,0,0,0,0
IMG_9433_JPG.rf.7118d117ff968a49101d985e63831ee2.jpg,0,0,0,0,0,0,1
IMG_9275_JPG.rf.8baeccb345110afbbb0c2a05dc69a5ce.jpg,0,0,0,0,0,0,1
20240418_134723_029_jpg.rf.70787af9190ad68ddb40cee02eb7cc89.jpg,0,0,0,1,0,0,0
20240418_134723_024_jpg.rf.12cd8571cc9dc564eab1494cfda4a21e.jpg,0,0,0,1,0,0,0
IMG_9262_JPG.rf.f28777e5aca7eb05b9b654224886b4d7.jpg,0,0,0,0,0,0,1
20240418_132308_001_jpg.rf.4896c57102f7108736490ec62df7ac55.jpg,0,0,1,0,0,0,0
IMG_9435_JPG.rf.05cfd68e03c1050e51ab16b144609d6c.jpg,0,0,0,0,0,0,1
IMG_9638_JPG.rf.b247c735bb55971eb73b6434795827c0.jpg,0,0,0,0,1,0,0
IMG_9424_JPG.rf.29341807c6685a721373b454d29a51ee.jpg,0,0,0,0,0,0,1
IMG_9717_JPG.rf.d48c68f442d7d89a11bc89a373ef64fa.jpg,0,0,0,0,1,0,0
20240418_141527_017_jpg.rf.f2f005d408134a437026a19e836caa61.jpg,0,1,0,0,0,0,0
20240418_135251_024_jpg.rf.ae9a1628b58c63c2cb4b2b8cf8f3887e.jpg,0,0,0,1,0,0,0
20240418_140551_030_jpg.rf.a30c42bf4a5ee9224ddd0277ff13c988.jpg,1,0,0,0,0,0,0
20240418_133130_009_jpg.rf.ed02422b0c417aaf38c27501dc6b574c.jpg,0,0,1,0,0,0,0
20240418_132308_008_jpg.rf.d657b9254863101af7622914bff3aae1.jpg,0,0,1,0,0,0,0
IMG_9715_JPG.rf.3ebc4236a8427e257ab68a3f723bf576.jpg,0,0,0,0,1,0,0
IMG_9632_JPG.rf.d13f2b6a3fb1de50b7b5883cb3ab29d9.jpg,0,0,0,0,1,0,0
IMG_9446_JPG.rf.c1a33ed7c9629d41c612514be70cfb7f.jpg,0,0,0,0,0,0,1
20240418_140507_019_jpg.rf.89a91be8b80a6288cec9f76b8fbeec1e.jpg,1,0,0,0,0,0,0
IMG_9635_JPG.rf.64e8418452d693393e661877d7a28041.jpg,0,0,0,0,1,0,0
IMG_9711_JPG.rf.b3266e749341acb69860938d1aa87ebc.jpg,0,0,0,0,1,0,0
IMG_9264_JPG.rf.30cb21c5d740f4b9960d59b4f2ee5629.jpg,0,0,0,0,0,0,1
20240418_140551_026_jpg.rf.3ffe4d22e14d77fe69b767317e167e15.jpg,1,0,0,0,0,0,0
DSC_0851_JPG.rf.a73e8d8401fec3b04f0a8a4e67a7ce3d.jpg,0,1,0,0,0,0,0
20240418_133139_006_jpg.rf.5798abf3107cf3d495cf4a953438aea3.jpg,0,0,1,0,0,0,0
20240418_133130_007_jpg.rf.74d62272f1d8cb2c526ceb1130842e12.jpg,0,0,1,0,0,0,0
IMG_9270_JPG.rf.ff2a0746021ba6dcb01f15888dcc1f06.jpg,0,0,0,0,0,0,1
20240418_133130_008_jpg.rf.f631103c266917f4b4d4f00116d5527c.jpg,0,0,1,0,0,0,0
IMG_9257_JPG.rf.1ae2453c682569b7f1507d97f32c8b74.jpg,0,0,0,0,0,0,1
20240418_133130_003_jpg.rf.524a15e97d9b03c32460348c5a6b9f28.jpg,0,0,1,0,0,0,0
IMG_9433_JPG.rf.28f7d86394dcbaf13ca78163d562bd10.jpg,0,0,0,0,0,0,1
20240418_141440_020_jpg.rf.012d043af495153aaf4fe5bec34dbd12.jpg,0,1,0,0,0,0,0
20240418_133139_001_jpg.rf.b68b091be16ff76fa6d9fb8c94d73d0f.jpg,0,0,1,0,0,0,0
20240418_135251_025_jpg.rf.ba6a25513edf829db13cf42501fc15fd.jpg,0,0,0,1,0,0,0
IMG_9258_JPG.rf.0210a1a324703fafac794e0f893635c7.jpg,0,0,0,0,0,0,1
20240418_141527_023_jpg.rf.82055d512058e53bf5585a53a58006d4.jpg,0,1,0,0,0,0,0
20240418_135251_027_jpg.rf.cef65e9717a77d2b2b08795afe60966b.jpg,0,0,0,1,0,0,0
20240418_140551_023_jpg.rf.27303336eb035f2fb5fd114567fdbcea.jpg,1,0,0,0,0,0,0
IMG_9427_JPG.rf.969d4e73701f4e190232192c2c368379.jpg,0,0,0,0,0,0,1
IMG_9448_JPG.rf.ef9b3baf55cf62915c12f6bc9a8e90f8.jpg,0,0,0,0,0,0,1
IMG_9269_JPG.rf.880fa0dac2e7408ce73bff66fc7da38f.jpg,0,0,0,0,0,0,1
20240418_133139_008_jpg.rf.6fa5a15c97133d73438378a0d2ac3e4a.jpg,0,0,1,0,0,0,0
20240418_141440_025_jpg.rf.982a468c47ba3175f8b19fea62ff679e.jpg,0,1,0,0,0,0,0
IMG_9437_JPG.rf.79245a1fd0dd9b4cd15d1007b8fa7332.jpg,0,0,0,0,0,0,1
IMG_9646_JPG.rf.5713173757ed2dace7b7b64bcf8fa03b.jpg,0,0,0,0,1,0,0
20240418_141440_027_jpg.rf.a1956dc10f3188af44ac5bf1e072deb6.jpg,0,1,0,0,0,0,0
20240418_134843_008_jpg.rf.5b10cb598c3d47a7d7ecccf9bc8d2a08.jpg,0,0,0,1,0,0,0
20240418_140507_019_jpg.rf.b09ec056796763d1db3b67b1672d5959.jpg,1,0,0,0,0,0,0
20240418_141219_002_jpg.rf.db377f5e61fb40724f8c29451ddc82df.jpg,0,0,0,1,0,0,0
IMG_9642_JPG.rf.f152724d41e5a6b00789a890f68626d8.jpg,0,0,0,0,1,0,0
DSC_0683_JPG.rf.f1ff32134abab9ec3717aa611ca21ed5.jpg,0,0,0,0,0,1,0
20240418_132308_007_jpg.rf.a301eac14ad61ab567c412e832910563.jpg,0,0,1,0,0,0,0
20240418_140507_028_jpg.rf.ae8141e8b720202e62eefc72afb6a581.jpg,1,0,0,0,0,0,0
IMG_9638_JPG.rf.489362f7c48ee9df840cb2ad189f8aee.jpg,0,0,0,0,1,0,0
DSC_0679_JPG.rf.ce73469e36d649a9af0dac3809737360.jpg,0,0,0,0,0,1,0
IMG_9716_JPG.rf.dc12bc2ea3c078cd2767f83d92eb1cc6.jpg,0,0,0,0,1,0,0
20240418_134843_004_jpg.rf.fd25308896e5ecf95c7904be8e48714c.jpg,0,0,0,1,0,0,0
20240418_133139_013_jpg.rf.78671b28b96f2f45a49faa8fa547d68a.jpg,0,0,1,0,0,0,0
20240418_135251_028_jpg.rf.4d3e03a9c95190e1f89761007b07dc05.jpg,0,0,0,1,0,0,0
20240418_134843_016_jpg.rf.8ad0f62d71bcc6290dacf1b2917da8a1.jpg,0,0,0,1,0,0,0
20240418_141527_018_jpg.rf.0cbee9ddd3802daf741b4394a33a0425.jpg,0,1,0,0,0,0,0
20240418_135251_016_jpg.rf.e2083c18b365b8bb9c54d7bc55a223ad.jpg,0,0,0,1,0,0,0
20240418_133139_005_jpg.rf.573e779da27b172e8c9901248e6bb419.jpg,0,0,1,0,0,0,0
20240418_140624_002_jpg.rf.908114469ba569738ecb6cf40164f4fb.jpg,1,0,0,0,0,0,0
20240418_134843_024_jpg.rf.d74dc75862ebceb9460933f738108718.jpg,0,0,0,1,0,0,0
20240418_132320_005_jpg.rf.e77b847be98ec920f4905c47798871cb.jpg,0,0,1,0,0,0,0
IMG_9281_JPG.rf.01e6245e60bc82f24ca8df80f505c82a.jpg,0,0,0,0,0,0,1
IMG_9451_JPG.rf.d3d35833c9f3ebcbe8250f276c38f1bb.jpg,0,0,0,0,0,0,1
20240418_134723_027_jpg.rf.6bbfe9ce7072bedf692388c99a471a23.jpg,0,0,0,1,0,0,0
DSC_0675_JPG.rf.37f90f2ab171edfa5f8515418678387c.jpg,0,0,0,0,0,1,0
IMG_9431_JPG.rf.c64da07ddfceb7dfbbc8fe6b74868325.jpg,0,0,0,0,0,0,1
IMG_9286_JPG.rf.dd2b5826e3845d760ac6505e5b75fc20.jpg,0,0,0,0,0,0,1
20240418_134843_015_jpg.rf.6042aa12d85d9cf3bfa903c16de8b79b.jpg,0,0,0,1,0,0,0
20240418_141440_023_jpg.rf.3b459e7e0c94eef596ec8989d20e5c16.jpg,0,1,0,0,0,0,0
20240418_132308_003_jpg.rf.097e197153d3dc5c61325fb50e00e22d.jpg,0,0,1,0,0,0,0
20240418_140551_029_jpg.rf.f4e0223cb8f77d31c17e25dcda29858a.jpg,1,0,0,0,0,0,0
20240418_132308_011_jpg.rf.e2e74b35ce7a355b0343eed7e09af3b7.jpg,0,0,1,0,0,0,0
20240418_133139_001_jpg.rf.74624f06ff5d8f426cb3efdedc340a2c.jpg,0,0,1,0,0,0,0
20240418_140507_023_jpg.rf.99339be6bd23c6be2314081277935327.jpg,1,0,0,0,0,0,0
20240418_141527_019_jpg.rf.58f9a57ecd00e1ceb4ab3d64bf317134.jpg,0,1,0,0,0,0,0
20240418_132308_018_jpg.rf.0e8de63422d41db05ac429f784a5b573.jpg,0,0,1,0,0,0,0
DSC_0729_JPG.rf.1e931477b017aba12a721be5d6568925.jpg,0,0,0,0,0,1,0
IMG_9278_JPG.rf.0319080a8db99142d28036d10ecbba81.jpg,0,0,0,0,0,0,1
20240418_140507_029_jpg.rf.a328f5fb9dc3011a3ca7424c89dbb4c3.jpg,1,0,0,0,0,0,0
20240418_135251_026_jpg.rf.958d5ebbee704a0519c60ddf545b8fbe.jpg,0,0,0,1,0,0,0
IMG_9444_JPG.rf.a9370c284879e4ffa5c2432685a05240.jpg,0,0,0,0,0,0,1
20240418_132320_002_jpg.rf.f54325574342ae448fd6d0237c671de1.jpg,0,0,1,0,0,0,0
DSC_0605_JPG.rf.ba7bbccbcf68f4c2df26d2e4db071492.jpg,0,0,0,0,0,1,0
IMG_9645_JPG.rf.1239d9154f2efa1d169d33050d669bd1.jpg,0,0,0,0,1,0,0
20240418_140507_017_jpg.rf.6a12784df73dfad049d0929c51076693.jpg,1,0,0,0,0,0,0
DSC_0674_JPG.rf.16d485c998d7b4bf06bf484d132b0ede.jpg,0,0,0,0,0,1,0
DSC_0601_JPG.rf.cb40f2dbf02a14890ed3f40899a2bbc4.jpg,0,0,0,0,0,1,0
20240418_132320_003_jpg.rf.fee3043bbf89c75bab0fdc93b7e56ded.jpg,0,0,1,0,0,0,0
DSC_0595_JPG.rf.46d9d1f0c41c7902dfcadfd40b2c27d9.jpg,0,0,0,0,0,1,0
IMG_9649_JPG.rf.9249b8ae2397d86caf51acf3f1f9fd04.jpg,0,0,0,0,1,0,0
IMG_9277_JPG.rf.7383efcd2acb18ef02400f394dda6d8d.jpg,0,0,0,0,0,0,1
20240418_132308_013_jpg.rf.1c9260f286c109405c6cc2407f997fb6.jpg,0,0,1,0,0,0,0
20240418_141440_020_jpg.rf.ace521bcc6b339cb21a3bc0111fdb148.jpg,0,1,0,0,0,0,0
20240418_135251_018_jpg.rf.a54b45619defdc379daa511807ba5b55.jpg,0,0,0,1,0,0,0
DSC_0680_JPG.rf.1a5e9d460acf502a6ceaa1c23d81e1de.jpg,0,0,0,0,0,1,0
IMG_9270_JPG.rf.05e904db894a2571551bc5ce21da3853.jpg,0,0,0,0,0,0,1
DSC_0682_JPG.rf.10b02d6cbe12108bf0be9cb726751a27.jpg,0,0,0,0,0,1,0
IMG_9267_JPG.rf.0c48946e193377493d8fe6e058570881.jpg,0,0,0,0,0,0,1
20240418_133139_015_jpg.rf.89b2945b76bc030ebb7b854d9b16441b.jpg,0,0,1,0,0,0,0
20240418_140551_029_jpg.rf.378000000dff664fbccf601330d5e75d.jpg,1,0,0,0,0,0,0
20240418_135251_027_jpg.rf.839e09b07a9bbf71be0916850a78cbff.jpg,0,0,0,1,0,0,0
20240418_134843_005_jpg.rf.35e6632df5bb199d0d03b4a58848a904.jpg,0,0,0,1,0,0,0
DSC_0591_JPG.rf.f7fb44ede86303562077c0d7ba84943c.jpg,0,0,0,0,0,1,0
DSC_0733_JPG.rf.e5091de7496540827e5e337ad0fba1ae.jpg,0,0,0,0,0,1,0
20240418_132258_019_jpg.rf.6164f1d8f58945e5c5ee3ee9c0f5a656.jpg,0,0,1,0,0,0,0
IMG_9271_JPG.rf.e8702bd350e488c6a064617947aaf4da.jpg,0,0,0,0,0,0,1
20240418_132308_010_jpg.rf.da0be82db321a8af7d54f8843fbc7f8c.jpg,0,0,1,0,0,0,0
20240418_132308_019_jpg.rf.1d833a4422bc1df5bc6c373b21df294e.jpg,0,0,1,0,0,0,0
IMG_9435_JPG.rf.198a7c9649607806f723c81db01ba917.jpg,0,0,0,0,0,0,1
IMG_9721_JPG.rf.f9e2a4c70e1378de049bacfef0a51297.jpg,0,0,0,0,1,0,0
20240418_133130_015_jpg.rf.aaf923dd8399c5b210bbf75b1bc96c72.jpg,0,0,1,0,0,0,0
20240418_135251_017_jpg.rf.ba4d084782862d26f7175c83fad22c42.jpg,0,0,0,1,0,0,0
20240418_140507_030_jpg.rf.6904c5b3fd1893c5d64c6f3c7494d46d.jpg,1,0,0,0,0,0,0
IMG_9274_JPG.rf.9f2094dba826acb73409cdba354c241f.jpg,0,0,0,0,0,0,1
20240418_134843_021_jpg.rf.7000e42aa7e86bdbce8710bb9791266e.jpg,0,0,0,1,0,0,0
DSC_0685_JPG.rf.7480d3c7aeb1a976f63eeb8dc92f2b25.jpg,0,0,0,0,0,1,0
20240418_132308_017_jpg.rf.aabb99b30567123d5c0663398f33e882.jpg,0,0,1,0,0,0,0
IMG_9279_JPG.rf.3cf60d6881c361e84d81516c8ef37b93.jpg,0,0,0,0,0,0,1
20240418_140551_027_jpg.rf.f0109530a36393fe909f41738aac71b7.jpg,1,0,0,0,0,0,0
IMG_9292_JPG.rf.e624b252a0be58ee815584938d9dce00.jpg,0,0,0,0,0,0,1
20240418_134843_005_jpg.rf.d8fb9a3555b90cdeed6e0696c4ec980b.jpg,0,0,0,1,0,0,0
IMG_9283_JPG.rf.5886e4c0a6d2664d8aaf7090f5a96523.jpg,0,0,0,0,0,0,0
IMG_9643_JPG.rf.5ce10ba752750e4fd1a4e975c89a8cb8.jpg,0,0,0,0,1,0,0
DSC_0829_JPG.rf.b3fa0dbf58e9bd849c3876e433b84759.jpg,0,1,0,0,0,0,0
20240418_132320_001_jpg.rf.fcd04ce9210dc67f7169a9caae7a3f16.jpg,0,0,1,0,0,0,0
IMG_9272_JPG.rf.e02a6601b022d5ba83de50865214b599.jpg,0,0,0,0,0,0,1
20240418_133130_012_jpg.rf.6ad1911493d58ba31ca3079742fc376b.jpg,0,0,1,0,0,0,0
DSC_0593_JPG.rf.a49a20446e6bcfce954db7a5e2263ff1.jpg,0,0,0,0,0,1,0
20240418_132308_022_jpg.rf.f7664d88853e8dca7cefba13db9c9bac.jpg,0,0,1,0,0,0,0
20240418_134843_018_jpg.rf.cd64ceb0c3168bbe4f48378db0932665.jpg,0,0,0,1,0,0,0
20240418_132308_010_jpg.rf.cd4879769065d3df81723895a6617f43.jpg,0,0,1,0,0,0,0
IMG_9429_JPG.rf.6c052d8a0f6e625b358613bf9e5706f4.jpg,0,0,0,0,0,0,1
IMG_9434_JPG.rf.99c2753ec7f21cc05296f166fb9b9ec6.jpg,0,0,0,0,0,0,1
20240418_140507_024_jpg.rf.a689262bab92fefed884d53836231fc6.jpg,1,0,0,0,0,0,0
IMG_9718_JPG.rf.4dc7e66a0065296fdaca94e03734f683.jpg,0,0,0,0,1,0,0
20240418_134843_019_jpg.rf.2f8945760cda6617da5e504206c1f1af.jpg,0,0,0,1,0,0,0
20240418_133139_010_jpg.rf.6af9a4a927a8d117a2e8901643385f38.jpg,0,0,1,0,0,0,0
DSC_0681_JPG.rf.fa1e2099f0c2ee5a3f64b001be09c543.jpg,0,0,0,0,0,1,0
20240418_133130_013_jpg.rf.e9515e427fb494a264427ccfd180a7e2.jpg,0,0,1,0,0,0,0
20240418_133139_008_jpg.rf.4aed900d46cda4cda5b094d3e33c826c.jpg,0,0,1,0,0,0,0
20240418_133813_005_jpg.rf.2146bb1db274ac2642e6c0432849a946.jpg,0,0,1,0,0,0,0
20240418_133130_016_jpg.rf.ae0a21fa7684ba543919169c2f86c05e.jpg,0,0,1,0,0,0,0
20240418_132320_008_jpg.rf.674ab82f58d84e8f12c682469fb14cdb.jpg,0,0,1,0,0,0,0
IMG_9641_JPG.rf.4d850d17c107b9efb7a593f0c0f613c3.jpg,0,0,0,0,1,0,0
20240418_140507_026_jpg.rf.b274740a13d14cd3c610b924a0baaa3f.jpg,1,0,0,0,0,0,0
20240418_140624_005_jpg.rf.02c209e748a8a73fd45c22609ed6ab55.jpg,1,0,0,0,0,0,0
IMG_9280_JPG.rf.4df5b4bf6f05001ad8b67efb45b810e7.jpg,0,0,0,0,0,0,1
DSC_0609_JPG.rf.46601229c029efa2e19a0383fec23814.jpg,0,0,0,0,0,1,0
IMG_9295_JPG.rf.14609a0c8f7b9bc11661708ceaadda0c.jpg,0,0,0,0,0,0,1
20240418_140551_030_jpg.rf.58084b20e5ab4676ad3186ba74781419.jpg,1,0,0,0,0,0,0
IMG_9717_JPG.rf.822c99d43419a16724af2c3bda402fcf.jpg,0,0,0,0,1,0,0
20240418_133130_016_jpg.rf.55bb8ef48ad2602b81b610f44bb50159.jpg,0,0,1,0,0,0,0
IMG_9722_JPG.rf.68d82f65556f7d1a4daa982d03d9ec20.jpg,0,0,0,0,1,0,0
20240418_141527_022_jpg.rf.2607a726d903b7461b9738c5fc809809.jpg,0,1,0,0,0,0,0
DSC_0687_JPG.rf.a6f42c7ba6edd73c0426044e065d4840.jpg,0,0,0,0,0,1,0
20240418_133139_002_jpg.rf.501e4ad11e0d6c61952dbe4bd30f6540.jpg,0,0,1,0,0,0,0
DSC_0598_JPG.rf.a2c84fa6f33ed7a0921893c399490fab.jpg,0,0,0,0,0,1,0
20240418_141440_022_jpg.rf.1130e6aa1bf7df05b3292b8eb7c10f2d.jpg,0,1,0,0,0,0,0
IMG_9439_JPG.rf.89e572719509097ac367099688331369.jpg,0,0,0,0,0,0,1
